,textID,text,selected_text,sentiment
5176,9b14b1f4e4,"On a day like today I would wear shorts and tshirt, but now I`m at DHQ it`s office wear...","On a day like today I would wear shorts and tshirt, but now I`m at DHQ it`s office wear...",neutral
5177,ac6314a543,Roll on Thursday,Roll on Thursday,neutral
5178,004e0ee43a,this chipotle line is out the door! but I really want it!!,this chipotle line is out the door! but I really want it!!,neutral
5179,faa571abb6, you can use my alotment,you can use my alotment,neutral
5180,bd6397a7f3,"Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep","Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep",neutral
5181,004c316747,at home and sore knee,sore knee,negative
5182,c014361c85, Why is it going to be anti-social?,Why is it going to be anti-social?,neutral
5183,fb0056ab46,****... Why does it take so long to install SBS2008?!,****..,negative
5184,1dfa967da3,reaaaallly bored,reaaaallly bored,negative
5185,d36f02364a," had not heard the title or author before, must look it up  Enjoy",Enjoy,positive
5186,5d4ad4804f,"is bored, cant go on habbo stupid ban",stupid,negative
5187,5d364677cf,On her way home from prom  so fun!,fun!,positive
5188,949bb82ca4, apparently were not as good as the Brazillians tho`,were not as good as the Brazillians,negative
5189,ce0bcf1e4b,"Uggh everything, I`m sending you!!! I keep sending it to my Twitter. So I have to forward it to you!!! I suck at life",I suck at life,negative
5190,73957d54e8,watching beauty & the beast  haha,beauty,positive
5191,3784f1b7fc," Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.","Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.",neutral
5192,54fe8c10f6," so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there!",sucks.,negative
5193,1402812e91,sign up for tarte news http://tinyurl.com/dde2v6 my intro in the newsletter AND 20% off first purchase 2for1,sign up for tarte news http://tinyurl.com/dde2v6 my intro in the newsletter AND 20% off first purchase 2for1,neutral
5194,ced1352803, so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,y nice,positive
5195,55d72ccc78,lmao im stupid just felt like sayin tyaï¿½ in my red caf vioce..nite ya`ll,stupid,negative
5196,491b7de96f,Hey #rda2009cla presentation was too large to post!  sorry   (From rules to entities: cataloguing with RDA live > http://ustre.am/2j3l),Hey #rda2009cla presentation was too large to post!  sorry,negative
5197,bbf2ba3ae2,Hate this song  ? http://blip.fm/~5jg6f,Hate this song  ? http://blip.fm/~5jg6f,neutral
5198,efed074f65, Haha... How could u? dun eat properly rt? see lar~ Go take medicine,Haha... How could u? dun eat properly rt? see lar~ Go take medicine,neutral
5199,a0cf7091f9, well gracias  haha and why is that? the plays?,s  haha,positive
5200,bd0b7dc75d, I hear you   Any time earlier than 11am is just mean!,st mea,negative
5201,15047e5bc5," hey! haha, yep! that was me! negative comments get me reallllyyy mad; so i always defend them!  haha!","hey! haha, yep! that was me! negative comments get me reallllyyy mad; so i always defend them!  haha!",neutral
5202,82ec5e67fa,Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!,tired,negative
5203,d41dc0faee,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!","I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!",neutral
5204,26a56ae8dc,Well that`s the last of the Fabs gone,Well that`s the last of the Fabs gone,neutral
5205,17355e082d,i am soo **** sick of wades mood swings... uhh i hate him.. he`s an ****!! ahhhh,sick,negative
5206,a149ce946b,bored fixed the internet for my dad but now im bored to death,im bored to death,negative
5207,0611a5fcf3, I have to pee.,I have to pee.,neutral
5208,5296546b79," Ooh, cutting. I like you",I like you,positive
5209,b544d1b589,#Volvicchallenge Tesco dropped off my 14 bottles today  Props for doing so on a Bank Holiday,#Volvicchallenge Tesco dropped off my 14 bottles today  Props for doing so on a Bank Holiday,neutral
5210,75e7519b12,I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,Not good!,negative
5211,a1517bf59a,_Zol I would like to make a comment about the password but I can`t on this medium,_Zol I would like to make a comment about the password but I can`t on this medium,neutral
5212,a6b6ef5f3a,Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,I hate the long drive there...,negative
5213,dfcf11e33b,http://twitpic.com/4jcxr -  i meann look at what i just found lol,i meann look at what i just found lol,neutral
5214,c8449402f7,Karaoke at a small town bar. Having a wonderful time!,a wonderful time!,positive
5215,33a18248b4,had a great session canvassing in the sun... but now is miserable cus i have no1 to go to the pub with,had a great session canvassing in the sun... but now is miserable cus i have no1 to go to the pub with,neutral
5216,d33e502330,"LaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",liking,positive
5217,7a68ffe4cb,  #amtarot Thank you so much!,t Thank,positive
5218,4beca8869a,ugh... my back is killing me.,ugh... my back is killing me.,negative
5219,167a8cc972,home after spending a day catching up with my old pals,home after spending a day catching up with my old pals,neutral
5220,b51baeec22,"AAAAARRRRGGGHHH! there is a huge spider in the towel pile, *cries* glad Kerbear isn`t here  sorry mum cant bring the rest in",AAAAARRRRGGGHHH!,negative
5221,a1d46e5b6f,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,neutral
5222,0ad71ec885,Helping my cousin get ready for her 8th grade dance...she is growing up,Helping my cousin get ready for her 8th grade dance...she is growing up,neutral
5223,c292b41a1b,Trued a rim!  I`m getting good at this! o_O,I`m getting good,positive
5224,3e32781d87,"where are all ma bestfriends at ? , MIA or wat ?","where are all ma bestfriends at ? , MIA or wat ?",neutral
5225,447a57ba5d,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire,SICK.,negative
5226,79a013c65b,May the 4th be with you. Happy Star Wars Day!  http://ow.ly/52Aw,Happy Star Wars,positive
5227,d7e1e5f9a9,Hates headaches! Maybe I`m not ready to rock,Hates,negative
5228,8b1a594267,night nurse!! :S,night nurse!! :S,neutral
5229,01a1c9ae2a,Grad present photos on facebook,Grad present photos on facebook,neutral
5230,4667c18d89,Got really sick today  text me later. Nap time,sick,negative
5231,e2d51ec5f6,okay okay sleep for realz now! Goodnight!  ::waves to followers::,Goodnight!,positive
5232,e02853f413," Crab boat? I have my mobile set to go off every night, to remind me to head to bed","Crab boat? I have my mobile set to go off every night, to remind me to head to bed",neutral
5233,4d13d9f317,My knee is killing me,My knee is killing me,negative
5234,8b1cddeec5,Sadness  The top horde guild that I liked disbanded.,Sadness,negative
5235,e1530832d2,Sucky day so far hope it gets better,Sucky day so far hope it gets better,neutral
5236,b698c7d140,Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...,good,positive
5237,6007421bc2,#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,neutral
5238,ca30ba2f95," Katie is my Malamute dog, as for my weight, well I`m about 6ft tall and 73kg, which is quite good",good,positive
5239,0afffe9dd9,I`m packed up & leaving my Canterbury office & my fab QA&V colleagues for the last time   A great bunch of people. I will miss you ****,I`m packed up & leaving my Canterbury office & my fab QA&V colleagues for the last time   A great bunch of people. I will miss you ****,neutral
5240,fc9919f020," I`m jealous...i need 2 escape 2, lol.","I`m jealous...i need 2 escape 2, lol.",neutral
5241,c3f3d15d2a,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,neutral
5242,f9e0161826,my grandpa was telling me how they used to cut up human bodies in med school,my grandpa was telling me how they used to cut up human bodies in med school,neutral
5243,1ca974818d, Hey there! What`s up?!,Hey there! What`s up?!,neutral
5244,967cf46115,"Is in the badbooks again, don`t know why I bother",bother,negative
5245,9a25f36f88,"Wow! Up, coffee in hand and already outside.  So peaceful on Sunday mornings.",peaceful,positive
5246,b7c74d5506, It`s because we`re right,It`s because we`re right,neutral
5247,0605f9f6a9," Very well thank you! How are you, more importantly?",Very well thank you!,positive
5248,a8a7c7fb58, Yes Hindustan Rocks dude! Dunia mein asay koi fusion nehi milegi,Rocks,positive
5249,5357521ee0,Tired of hearing stories about everybody going to Ibiza...,Tired,negative
5250,8d0edd662c," I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .","I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too",positive
5251,b235a63d6e,Sitting and waiting and hoping this lady would hurry the hell up... I hate moving... It super sucks...,Sitting and waiting and hoping this lady would hurry the hell up... I hate moving... It super sucks...,neutral
5252,4d78dabf3e,i`m bored : hope your wlan will go today!,i`m bored :,negative
5253,ae2926f2ad," No, I`m working on it all day Monday. Will try to remember to email but if you`re smart you`ll remind me.",smart,positive
5254,a27988ae3c, .. IN SWEATERS,.. IN SWEATERS,neutral
5255,f910abcdd5, I hate June gloom. I was getting so excited for the beach.,I hate June gloom. I was getting so excited for the beach.,neutral
5256,5115ad4403,has stuff to do but refuses to do them.  :[,has stuff to do but refuses to do them.  :[,negative
5257,3f21a00ab1,Picked up Luna from the vet. She looks like she`s been crying  I`m not kidding. Her lashes are wet and she has tear trails. My poor bebe!,My poor bebe!,negative
5258,2ab7a880d6, I will! promise to bring me back something from the moon?,I will! promise to bring me back something from the moon?,neutral
5259,15bb05a9b7,My tongue still hurts.  I need to sleep!!!,hurts.,negative
5260,5fd19e5a70, I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,neutral
5261,3375076bf5,http://twitpic.com/66vdn - I miss my babyyy,miss,negative
5262,733a11578d,crying so hard.......,crying,negative
5263,2d42741f82,yum - mother`s day lunch at The Food Business in Burnside was delicious! such a gorgeous day,delicious! such a gorgeous day,positive
5264,a2cf4bc318,"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw","And the city I love, Tucson, is the 18th most miserable",neutral
5265,23f5287337,So its Superstar Sunday?  is one superstar I know   #sunday,So its Superstar Sunday?  is one superstar I know   #sunda,neutral
5266,7076f35f9c, No code I think  coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,No code I think  coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,neutral
5267,21b6501989, very bad.,very bad.,negative
5268,a7e6e68634, Lucky. Winter is coming for us,Lucky.,positive
5269,7eaf41e756, Hi Miss.  Isabelle here. :],Hi Miss.  Isabelle here. :],neutral
5270,0cd6ca70e8,I think i may have found my next apartment. Just one downfall.,I think i may have found my next apartment. Just one downfall.,neutral
5271,f64008cc44, As long as you take me with you,As long as you take me with you,neutral
5272,8b55048bea,Waiting in a long line at chick-fil-a,Waiting in a long line at chick-fil-a,neutral
5273,95acb0c67b,damm i feel like the song of dead and gone by Travis Garland,damm,negative
5274,1edb2b1baa, haha. Hope U have a Great Laugh as Laughter is the Best Medicine,haha. Hope U have a Great Laugh as Laughter is the Best Medicine,positive
5275,668c5fe39e,ha english portfolio!!! i finally finshed you  annnd you! comm final. youre half done! whoa 6:44am time for sleeps. night,ha english portfolio!!! i finally finshed you  annnd you! comm final. youre half done! whoa 6:44am time for sleeps. night,neutral
5276,1978a72ded,really want to see JB3D.. cant wait for thursday,really want to see,positive
5277,6f792a8c20,Dosen`t Want To Go To Work Tomorrow,Dosen`t Want To,negative
5278,affebf755c,I want a burrito but I still have 30 more minutes of work,I want a burrito but I still have 30 more minutes of work,neutral
5279,067a2a4c9b,Sorry was that mean,Sorry,negative
5280,c5cc52546f,Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.,feeling shattered,negative
5281,07d825e878,"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!","Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!",neutral
5282,3c86230e1a,   What did I do to you!  sheesh,u!  shee,negative
5283,c71a34dcb7, just email em to the email i gave u thanx awesome person,i gave u thanx awesome person,positive
5284,a3374fc4c4, ok  i kinda thought so... i mean those 2? ... it would be funny though.,e funny,positive
5285,f31d6a1bc6,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,it was amazin,positive
5286,a106fc5ecb, i knowwww.. i cant deal. this 9-5 life is not for me,i cant deal.,negative
5287,2df87435e7,ok shopping was far too fun ~ unpacking the bags now,too fun,positive
5288,da42d4ac8e, whatï¿½s hot and new?,whatï¿½s hot and new?,neutral
5289,c20efb11fc,Time to get off the puter. Nite all.,Time to get off the puter. Nite all.,neutral
5290,7bda1feba5,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u katherine,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u kath,neutral
5291,f3666c8024,  aww-that`s my last one. Roo-Oop,aww-that`s my last one. Roo-Oop,neutral
5292,ee17ddb83c,Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,neutral
5293,25e8f3a726," Ashlie, thank you.  You made me feel a little better.","Ashlie, thank you.  You made me feel a little better.",positive
5294,99ab242181," Rest is important, but like everything else don`t over do it.","Rest is important,",positive
5295,cf64f11324," The Hulk, great movie  You might recognize Toronto`s Younge Street in some of the fight scenes.",great,positive
5296,331b70aa1a, maybe you need to start a 'wholey created by evolution' or 'wholely composed of matter' flickr group,maybe you need to start a 'wholey created by evolution' or 'wholely composed of matter' flickr group,neutral
5297,4a22d58a6c, LOL I feel like drunk right now...,drunk right now...,negative
5298,11cabb92bd, haha i love surprises! i don`t work til sunday tho so i have to wait.,i love,positive
5299,80c8215b39,i`m soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! >.< help me!,soooo tired i,negative
5300,7235bea7fa, its my birthday too  but its the 10th of may right now for me.. and its probably the 9th for you.. happy birthday anyway,. happy,positive
5301,834021a940,_Elmo_**** awhh you alright ?,_Elmo_**** awhh you alright ?,neutral
5302,51cad16a15,Averaged $31 per hour at work today! Gotta love holidays,love,positive
5303,eeab5bc3a3,Heading home after a long week. Wish someone onther than marketers would follow me,Wish,positive
5304,ac4fc194ce,I should`ve known something would go wrong. The van is having problems. Oh please tell me it will not cost us an arm and a leg,problems.,negative
5305,9efe55657a, go and see my puppy! I don`t want to be there alone,don`t,negative
5306,16e29cb852,"Don`t have time to chat (sorry girls  Miss y`all!), but we have a new lawnmower... yeah, that was today`s highlight. Tomorrow is...","Don`t have time to chat (sorry girls  Miss y`all!), but we have a new lawnmower... yeah, that was today`s highlight. Tomorrow is...",neutral
5307,91eb451f19, I just see the video: 'All your base are belong to us..'  Whatï¿½s going on??!,I just see the video: 'All your base are belong to us..'  Whatï¿½s going on??!,neutral
5308,14e198370a,following  `cause  ordered it,following  `cause  ordered it,neutral
5309,871cc13505,Laying in bed texting. Good night ya`ll,Good,positive
5310,7605a3c406, I dont have one here - dunno if my mom ever had one or not -,I dont have one here - dunno if my mom ever had one or not -,neutral
5311,3b7cdbadfb,I LOVE CHICAGO.   Tonight was AMAZING!!,LOVE,positive
5312,b6dce33343,"is exhausted from a great weekend, and is looking forward to this week","is exhausted from a great weekend, and is looking forward to this week",neutral
5313,116e7a80f8,"Now Im in the work  , I miss my home, any news?",I miss,negative
5314,e9ee2f3581,you Wish that would have been your tweet after you followed me.,you Wish that would have been your tweet after you followed me.,neutral
5315,28a7b6687b,been playing with the new phone.. think I got it all figured out,been playing with the new phone.. think I got it all figured out,neutral
5316,3d58049b64, whatsoever do you mean by `how I get down` lol I`m always sober,sober,positive
5317,30996f8039, Quaver Sandwiches  and tea.,Quaver Sandwiches  and tea.,neutral
5318,2779f8727d,"For every kiss you give me, I`ll give you three -",kiss,positive
5319,21769e126c,"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?","I meditate, I feel I am vast, very vast.  do you know it?what do you think about?",neutral
5320,9b6f59dd00,****....game starts in 30 min!!,****....game starts in 30 min!!,negative
5321,9e78dcebd1,Anyone want my chocolate nutella mochi? Its just gonna go to waste,Anyone want my chocolate nutella mochi? Its just gonna go to waste,neutral
5322,c3ee49a2c8,_Crow Morning!,_Crow Morning!,neutral
5323,63cb6797af,"So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day.  Nightss.","So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day.  Nightss.",negative
5324,7ce5ce6965,my shoes taken off and my slippers put on my feet!,my shoes taken off and my slippers put on my feet!,neutral
5325,10f2c50644,I dont care what kind of graphics or engines video games have nowadays. They are nothing compared to The Oregon Trail and Carmen Sandiego,I dont care what kind of graphics or engines video games have nowadays. They are nothing compared to The Oregon Trail and Carmen Sandiego,neutral
5326,63bb25c0b2, Too bad.,bad.,negative
5327,b276db8def, Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,-a loooooong journey completed today...so thankful!,positive
5328,a86a1dbe46," and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it.","and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it.",neutral
5329,010de47448,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral
5330,23c6288951,What a beautiful day! Going to edit Lisa Maxwell interview from her last day at The Bill now. Shame I can`t see my laptop screen outside,What a beautiful day! Going to edit Lisa Maxwell interview from her last day at The Bill now. Shame I can`t see my laptop screen outside,neutral
5331,d90139b926, I don`t see why not,I don`t see why not,neutral
5332,139b2c4df2," 'ICANT LIVE, i cant live!!!' lmao. Oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death",", im going to bleed to death",negative
5333,d51abbc560,_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,neutral
5334,dafe4c5181, i can`t wait! its most definately going to be amazing.  <3 michelle,i can`t wait! its most definately going to be amazing.  <3 michelle,positive
5335,736880e219,"Hey David! Gone on the Eye yet? It`s my birthday, and you singing @ Ipswitch-best present ever! Have fun breakfast hunting!",best present ever! Have fun breakfast hunting!,positive
5336,c04368b58c,Waaaa. I ran my machine problem! Yeah!,Waaaa. I ran my machine problem! Yeah!,neutral
5337,eb7d16eb52,"oh, it`s  `s birthday! happy birthday andre michelle",happy,positive
5338,5924838e11," ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",hurts,negative
5339,373421c014, morning.any plans for today?,morning.any plans for today?,neutral
5340,95472fce17, Sorry but there is no parking space. And I just realized I didn`t delete one sentence doing copy&paste in that email,Sorry,negative
5341,3eb34a3097,Hate be late,Hate,negative
5342,165c0fcf1d,  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing 'The Climb',er lovess,positive
5343,b118a4fae7,ummmm i have no idea what im doing but my friend is pissed off at me now and i dont know why she hates me so much I NEED HELP BRITNEY plz,pissed off,negative
5344,e3afe066a6, and Miss Fizzy Duck loves Hive Mind too,loves,positive
5345,dfeaa87140, is there anyway you could forgive me?,is there anyway you could forgive me?,negative
5346,1b4128d3e2,is fairly upset at the fact the twitter/bgt session will have to commence without Sam..,is fairly upset,negative
5347,78f811cfae,i want to cry,i want to cry,negative
5348,853ef39a6f, This definitely separates a professional robber & from an amateur one!,separates,negative
5349,8317e2fced, Hey Split Rock -- I`d know that llama anywhere,Hey Split Rock -- I`d know that llama anywhere,neutral
5350,fc2f200fe4, slice you up a treat?,slice you up a treat?,neutral
5351,eb28ea698b,now there`s a fly in my room,now there`s a fly in my room,neutral
5352,1f7fe4f861,Brooklyn!!! We went hard!!! Now back up top!! But 1st Hajji`s...yea again  http://tinyurl.com/codla7 http://ti.. http://tinyurl.com/cr8hjs,hard!!,negative
5353,a4d2bc2d4b,"Just got home, no rosie surprise of smiles hugs & kisses waiting for me.","Just got home, no rosie surprise of smiles hugs & kisses waiting for me.",positive
5354,f54ee8af2f, You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,neutral
5355,fcf675d570, thnks for followin,thnks,positive
5356,8719ccc754,Still working in the database and trying to decide what I want to eat.,Still working in the database and trying to decide what I want to eat.,neutral
5357,1d84cc9ce1, OMG rated 10 stars,OMG rated 10 stars,neutral
5358,02c9289c98, Hey what`s up? My name is Caleb and I`m your newest follower!!!,Hey what`s up? My name is Caleb and I`m your newest follower!!!,neutral
5359,38e307b531,Finally going home! Its been a long night.. Ready to crash and have awesome dreams,awesome,positive
5360,1641d86660,Just dropped my sistah off @ lax.    #fb,Just dropped my sistah off @ lax.    #fb,neutral
5361,698a5408eb, It wasn`t loading.,It wasn`t loading.,neutral
5362,a823110040,on a sunny walk round the lake this morning we met a mother goose and father goose and five baby goslings,on a sunny walk round the lake this morning we met a mother goose and father goose and five baby goslings,neutral
5363,ec48e12699, Thanks! I`m going to the Laker game tonight. Sec 108. I LOVE LA!,I LOVE LA!,positive
5364,d26f113ec6,"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.","My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral
5365,acbb282588, There!,There!,neutral
5366,3356a5c9ca, Gourmet pizza = BLEH. Pizza is SUPPOSED to be greasy and filthy. You can`t eat pizza that`s been prepared by a chef.,filthy.,negative
5367,0e3cb95999, - wait for the third day!!,- wait for the third day!!,neutral
5368,bd50c5d384,  tee we beefin....what was u supposed to do before leavin????,tee we beefin....what was u supposed to do before leavin????,neutral
5369,9c32ca6963,has some bad newss,bad newss,negative
5370,453b1a1954," I`m a jerk...  now I can`t go out    Dammit Frank, why do I suck so bad?",jerk.,negative
5371,0e3927804e,"Barack Obama: 3 from 3 from the line! http://tinyurl.com/dgtcj2 Of course, the video was not edited","Barack Obama: 3 from 3 from the line! http://tinyurl.com/dgtcj2 Of course, the video was not edited",neutral
5372,6dddeb7faf,"On the airport in Philadelphia at the moment, waiting for the plane to leave in about an hour. Just six more hours on a plane","On the airport in Philadelphia at the moment, waiting for the plane to leave in about an hour. Just six more hours on a plane",neutral
5373,21ee101557,We`re dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU,Let-Down,negative
5374,b89ebd2a4a, they are having a closing down sale !    does not look good.,does not look go,negative
5375,32136bc8a2,never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,neutral
5376,f924d3b695,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,currently unemployed,negative
5377,050d217681,* My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only .. http://twitpic.com/67hac,My besties. If only  was there.,neutral
5378,2481c6eefe,had a very good day and is now going to get into bed!,very good day,positive
5379,e10edc3697,ready with learnin today!!! .. and now its twilight time,ready with learnin today!!! .. and now its twilight time,neutral
5380,037eaf3cda, I loved the song when I first heard it..but THAT video just gave me goosebumps. Thanks for sharing,I loved the song when I first heard it..but THAT video just gave me goosebumps. Thanks for sharing,positive
5381,81d5dc6e73,Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,so low? No,negative
5382,4fbb3848e5,"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....","Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....",neutral
5383,d3f9173a3e," The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online","The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online",neutral
5384,b7ee096aef,<-----bored to death,bored to death,negative
5385,3d009d82e3, I LOVE music!!!  I like almost everything!!,I LOVE music!!!,positive
5386,9a4d003507,happy mothers day x & go the dockers,happy,positive
5387,b8f59120e2,it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!,it`s Blockbuster week in New Zealand -,positive
5388,6be012c29e," yess, they came to amsterdam on the 18th of april  best night everr! have you?",best night everr!,positive
5389,32da9fed58,Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,stupid,negative
5390,2205009bbc, hahaa your awesomee !,hahaa your awesomee !,positive
5391,a3f5b337d4, i am a bit more curious: how much did you pay for it?,curious:,positive
5392,c72d40abf2, hope you have a good flight,hope,positive
5393,7a7e1799ad,"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",g golden times,positive
5394,fba06c4093, i foot think it will let you since it.s international  but we have twitter haha,i foot think it will let you since it.s international  but we have twitter haha,neutral
5395,ab74b1a3eb, thanks  sweet dreams to you too!,thanks,positive
5396,a29f260c56,Yorks V Lancs on the telly. Not going too well for Yorkshire.,Not going too well for Yorkshire.,negative
5397,1a2a6d8daf,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !,neutral
5398,7015ededfe,when do the stars come out??,when do the stars come out??,neutral
5399,daec379408," Cool, I used to live 5 houses to the left of that place  Always something going on :p","Cool,",positive
5400,6fd1842c06,cant believe i stay out this late!.....waking up for work in T-minus 4hours,late!.,negative
5401,060d4d484f,out shopping....,out shopping....,neutral
5402,3424b634bc, oo noo thats not good,s not good,negative
5403,24669bf519,"blame it on the goose gotcha feelin loose, blame it on the tron gotcha in the zone;; michelle...this is your fault. lol.","blame it on the goose gotcha feelin loose, blame it on the tron gotcha in the zone;; michelle...this is your fault. lol.",neutral
5404,5382c37f54,@_enzo blech... thats a fail when you`re receiving dollars. I quoted a job in USD last month. i`m getting paid now = major losses,fail,negative
5405,3ab89b0299,Sleepy time..   happy mothers day all u momz,happy,positive
5406,ff3faaeb2f,"Do you know what? I have a good little life, and I love it.",good,positive
5407,3c89e9bfee,"she`s smarter and classier. she`s perfect for him. and, IM NOT.","she`s smarter and classier. she`s perfect for him. and, IM NOT.",neutral
5408,f854e858c7,is a failure,is a failure,negative
5409,ef5ea7b30a,Just came back from school.... Packing for my dad`s house,Just came back from school.... Packing for my dad`s house,neutral
5410,e13021ffa9, Something 2 get your attention 2 get Sexify My Love played http://twitpic.com/67i82 What? It worked last time! No $ 2 bribe,Something 2 get your attention 2 get Sexify My Love played http://twitpic.com/67i82 What? It worked last time! No $ 2 bribe,neutral
5411,8c7c4cafa6,MAYDAY?!,MAYDAY?!,neutral
5412,ed5f8f2411,"well, having looked at my bruv`s exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision...",very fortunate,positive
5413,89d5fbce96," yeah, that doesn`t sound very good",doesn`t sound very good,negative
5414,72826465dc," oh i wish my dear Michael, i wish","oh i wish my dear Michael, i wish",neutral
5415,b207cb81d5,Watching Oceans 11 in Vegas - seems so appropriate,seems so appropriate,positive
5416,0a83e27a84, aww,aww,neutral
5417,61eaabe799,Back to work.  Extremely slow now that start up`s over.,slow,negative
5418,b2ede42227,Hey Tweeps...good morning. Wussup America...Talk to me tell wut`s on ur mind..,good morning.,positive
5419,de75fcaedb, awww...on ur way out  Have fun for me toooo!,Have fun,positive
5420,e02f08be5d,I wanna see that movie 'Keith' with JMcCartney in it! It looks sooo good. But none of the video stores here carry it,I wanna see that movie 'Keith' with JMcCartney in it! It looks sooo good. But none of the video stores here carry it,neutral
5421,43caa282a9," so long, farewell! <333 Have a super amazing day! I`m going to sleep.",amazing,positive
