,label,text,target,cleaned_text
532,neutral,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",0,rental agreement Stockmann commit invest building bridge Gogol Street build underground tunnel cross street 2004
533,neutral,We have made long-term investments in developing the system 's implementation model .,0,long term investment develop system implementation model
534,positive,"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .",1,launch new 3 g handset Nokia aim winner China 3 g market 2 g market
535,neutral,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",0,subscription Fortum ownership TGK-10 increase slightly 76 share voting right
536,neutral,VNH generates annual net sales of about 5 mln eur and employs 21 people .,0,VNH generate annual net sale 5 mln eur employ 21 people
537,positive,"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",1,earning share EPS quarter 2007 amount EUR0 .07 EUR0 .04
538,negative,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",-1,Jan. 6 Ford struggle face slow truck SUV sale surfeit date gotta car
539,neutral,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",0,Rautakesko business operation Norway Russia acquire July 2005 include figure comparable period impact sale growth start August
540,positive,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",1,operate profit EUR 11.07 mn EUR 8.65 mn
541,negative,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,-1,Peer Peugeot fall 0.81 pct sale rise 6.3 pct same period year
542,negative,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,-1,pharmaceutical group Orion Corp report fall quarter earning hit large expenditure r&d marketing
543,negative,"However , the growth margin slowed down due to the financial crisis .",-1,growth margin slow down financial crisis
544,positive,"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",1,significance teleste emphasise large size grow economy rapid development tv service distribution industry Poland view attractive market
545,positive,"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",1,` ` reach agreement union flight continue normal Finnair spokesman Usko Maatta say
546,positive,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",1,Finland insurance company Pohjola finnish motorcyclist association sign agreement aim improve motorcyclist traffic safety
547,positive,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",1,HELSINKI AFX Nokian Tyres report fourth quarter pretax profit 61.5 mln eur 48.6 mln strong sale
548,positive,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",1,Kalnapilio Tauro Grupe Kalnapilis Tauras Group own Denmark Royal Unibrew raise market share 25.18 percent 23.74 percent beer sale seven month jump 14.5 percent 40.5 million liter
549,positive,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",1,Kalnapilio Tauro Grupe Kalnapilis Tauras Group own Denmark Royal Unibrew raise market share 25.2 percent 23.91 percent beer sale month jump 11.4 percent 52.99 million liter
550,positive,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",1,Marimekko today 20 November sign license agreement swedish chain Marimekko license popular pattern 1950 1960 1970 H&M
551,positive,More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,1,staff recruit Japan complement network close 50 service location 20 country worldwide
552,positive,Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,1,Nokian Capacitors equipment raise capacity reliability indian grid
553,positive,Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,1,Rautaruukki Corporation Stock exchange release 3 December 2009 12 noon Ruukki construction engineering division improve adjust operation Finland
554,positive,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",1,"Ruukki Romania local arm finnish metal producer Ruukki increase capital 900,000 euro $ 1.14 mln cash contribution report September 19 2006"
555,positive,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",1,STX Finland Oy sign preliminary agreement building environmentally friendly new generation cruise ferry vike Line manage Turku Finland Stockholm Sweden withvike line abp
556,positive,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,1,company estimate net sale 2010 increase considerably 2009 operating result clearly positive
557,positive,"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",1,tower choose add operation summer increase total capacity 80 broadsheet 160 tabloid page ability run 32 48 page product
558,positive,"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",1,Uponor operate profit EUR 151.0 mn EUR 143.7 mn 2007 record year
559,positive,"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",1,Basware Corporation stock exchange release August 31 2010 16:25 Basware sign large deal international industrial group Basware deliver Invoice Automation solution Connectivity Services international industrial group
560,positive,It estimates the operating profit to further improve from the third quarter .,1,estimate operate profit improve quarter
561,positive,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,1,Kazgiprotsvetmet Outotec Finland sign agreement strategic cooperation marketing providing mineral processing metallurgical plant related service Kazakhstan surround country
562,positive,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,1,Lemcon sign investment cooperation agreement Kaluga regional administration November
563,positive,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,1,Ruukki forecast 15 20 annual sale growth positive pretax result 2010
564,positive,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,1,sale rise 10 pct 566 mln eur strong volume favourable currency effect
565,positive,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,1,growth net sale continue favourably Middle East Africaand Asia Pacific
566,positive,"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",1,new agreement expand long establish cooperation company involve transfer certain engineering documentation function Larox Etteplan
567,positive,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,1,appointment Kaupthing Bank aim co ordinate Capital Markets activity Group improve overall service client
568,neutral,"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",0,Cencorp headquarter Virkkala Finland develop supply automation solution electronic semiconductor industry enhance productivity
569,neutral,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",0,"follow increase Huhtamaki Oyj register share capital EUR 358,706,290.00 number share outstanding 105,501,850"
570,neutral,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",0,"follow increase Huhtamaki register share capital EUR360 .62 m number share outstanding 106,063,320"
571,neutral,"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",0,company supply 200 mw power generating equipment number project Papua New Guinea include 12 engine Wartsila 32 type Lihir Gold
572,neutral,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",0,agreement Pfizer fund Biotie research activity PDE10 phosphodiesterase 10 inhibitor program since start late 2006 sole authority develop discover compound
573,neutral,"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",0,omx market forward mature 16 2008 Novator Finland Oy direct shareholding Amer Sports Corporation exceed fifth 1 5 company share voting right
574,positive,"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",1,prove efficiency China Mobile system Rod Baber english climber climb Mount Everest summit successfully call
575,neutral,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",0,` ` test large campaign include customer trial demonstration LTE 800 mhz commercially viable summer Nokia Siemens head LTE business line Reino Tammela say
576,positive,"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",1,Finnish Ahlstrom Corporation double investment new specialty glassfiber reinforcement plant South Carolina
577,neutral,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",0,Helsinki October 22 2008 SSH COMMUNICATIONS SECURITY CORP Board Directors information contact Tomi Laamanen Chairman tel +358 0 400 609 544 distribution NASDAQ OMX Helsinki Ltd.
578,neutral,Patrizia adds the acquisition to a portfolio already worth EUR3bn .,0,Patrizia add acquisition portfolio worth EUR3bn
579,positive,Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,1,sale rise 300.9 mln eur compare year 276.1 mln eur line 299 mln eur consensus figure
580,positive,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,1,contract sign August Papua New Guinea base Lihir Gold Ltd ASX LGL
581,neutral,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",0,offer 30 million share aim raise x20ac 500 million US$ 640 million expect complete Oct. 9 Outokumpu say
582,positive,"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",1,` ` extensive co operation bolster SysOpen Digia position domestic operator market Kallioranta add
583,positive,"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",1,` ` agreement continue good cooperationand same time release capital tie ourmachinery operation
584,positive,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",1,Theodosopoulos say Tellabs could value Nokia Siemens Nortel give ` ` leading supply status Verizon high growth product
585,positive,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",1,succeed increase market share sell apartment comment Mr Kari Kauniskangas Head YIT International Construction Services
586,positive,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",1,CapMan partner able develop business continue focus provide quality restaurant service customer say Christopher Wynne CEO Papa John Russia
587,positive,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",1,Finnish Suominen Corporation specialise wet wipe nonwovens flexible packaging report net sale EUR 44.1 mn second quarter 2010 EUR 43.3 mn second quarter 2009
588,positive,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",1,finnish telecom software developer Tecnomen Oyj say December 5 2006 win $ 3.3 mln 2.5 mln euro order supply expansion charging message system mobile fixed network Brasil Telecom
589,positive,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,1,increased trust client YIT see apartment sale accelerate
590,positive,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",1,ADP News Dec 11 2008 finnish construction engineering company Outotec Oyj omx ote1v say today win EUR 28 million usd 36.8 m order expand phosphate concentrator Siilinjarvi Norwegian minera
591,positive,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",1,Mr Priit Kasak Balti Metsamasina owner say Rakvere base company wish increase Valmet market share 27 couple year
592,neutral,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",0,ponsse plan create network base strong partnership participate production large entity presently
593,positive,The bank sees a potential for Getinge share to rise .,1,bank see potential Getinge share rise
594,positive,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",1,company record revenue E658 .1 million fiscal year end December 2007 increase 23 2006
595,positive,The cooperation will double The Switch 's converter capacity .,1,cooperation double Switch converter capacity
596,positive,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,1,robust growth result inclusion clothing chain lindex Group December 2007
597,positive,"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",1,brewery record 5.2 percent growth domestic beer sale year 270.21 million liter 256.88 million liter sell 2005
598,positive,"This truly takes efficiency to new heights , '' Mr. Metso adds .",1,truly take efficiency new height Mr. Metso add
599,positive,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',1,hope increase traffic volume opening Freight Scandinavia
600,positive,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",1,January 11 2010 EPHC board director approve increase quarterly dividend $ 0.03 $ 0.05 share
601,positive,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",1,Finnish Cargotec Kalmar business area provide container handling solution award order E rubber tyre gantry rtg crane Saigon Newport Company SNP Vietnam
602,positive,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",1,Bilfinger investor cheer agreement push share 7 euro 3.30 euro 50.29 afternoon trade
603,positive,"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",1,kesko pursue strategy healthy focused growth concentrate sale service consumer customer
604,positive,"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",1,LONDON AFX Shares Rautaruukki Corp upgrade ` hold ` sell ABN Amro price target raise 25.75 eur 14.5 say dealer
605,positive,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,1,LONDON MarketWatch Nokia nok say win year service contract run Hutchison Essar network operation location India
606,positive,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",1,Progress Group QPR representative Saudi Arabia North Africa sign framework agreement long term strategic relationship ISE
607,positive,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",1,Ragutis control finnish brewery Olvi achieve 5.7 percent rise beer sale 22.6 million liter hold 10.75 percent market share
608,positive,"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",1,"250 sq m 2,691 sq ft store Copenhagen premier shopping district inaugurate today strengthen company presence nordic capital"
609,positive,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",1,metal gain 41 percent year demand China world large user increase
610,positive,"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",1,addition Cramo Peab sign exclusive year rental agreement Finland extend exist rental agreement swedish market year
611,positive,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",1,OUTOTEC OYJ press RELEASE DECEMBER 4 2009 10.30 outotec establish new subsidiary Kolkata Outotec establish subsidiary India order well serve indian customer increase business grow indian market
612,positive,It is also 7.7 pct above the 12-month volume weighted average price of the stock .,1,7.7 pct 12 month volume weight average price stock
613,positive,"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",1,mobile phone shipment jump 26 percent 112 million unit finnish company global market share rise 39 percent 36 percent
614,neutral,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",0,January 29 2009 large nordic bank Nordea finnish retail chain Stockmann launch regionally unique cooperation project introduce common MasterCard credit card enable payment different state store
615,neutral,"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",0,QPR establish international customer base spread 70 country 2009 variety organization include bank manufacturing company service company government authority
616,positive,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",1,Selects Party Logistics Leader Transplace Best Class Technology Procurement Capabilities Leading Specialty Packaging Manufacturer employ complete 3pl solution Supply Chain Visibility Transportation Efficiency increase Service Levels Time delivery
617,positive,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,1,4 g allow customer use mobile broadband service speed time high today 3 g
618,neutral,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .",0,accord Eijkens publisher publish colourful book publisher provide value add information individualise
619,positive,"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",1,base strong customer interest feedback RPM mobile phone manufacturer operator enterprise developer forum significantly increase product service quality user experience cost efficiency Tulonen continue
620,neutral,Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,0,Cameco provide upfront investment usd 60mn construction uranium extraction circuit
621,neutral,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",0,CDP establish initiative institutional investor annually publish result interest increase number customer interest group reporting company
622,neutral,The original contract was signed last summer .,0,original contract sign summer
623,neutral,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",0,` testament quality LTE solution commitment japanese market add
624,positive,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .,1,` ` Ixonos rich heritage develop leadership experience smartphone segment
625,positive,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,1,` ` acquisition Elektros Pavara complete KONE market expansion strategy Baltic Countries
626,positive,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,1,18 January 2010 finnish consultancy Trainers House Oyj HEL TRH1V say Friday resolve issue EUR5 m hybrid bond domestic investor bid strengthen capital structure
627,neutral,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",0,ALEXANDRIA Va. Oct. 15 Aaron Moss Hampshire Great Britain develop ornamental design handset U.S. Patent Trademark Office announce
628,neutral,hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,0,hybrid bond 18 January 2010 finnish consultancy Trainers House Oyj HEL TRH1V say Friday resolve issue EUR5 m hybrid bond domestic investor bid strengthen capital structure
629,positive,"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",1,repair maintenance business account net sale EUR 645.3 mn EUR 563.6 mn
630,positive,"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",1,money spend ` ` strengthen company competitiveness sphere sawmill product increase volume wood deliver processing Russia release say
631,positive,The new technology improves the glass quality and consistency while increasing throughput .,1,new technology improve glass quality consistency increase throughput
632,neutral,"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",0,reason estimate include rise 2008 rent level fully lease office retail property complete add company investment property portfolio
633,positive,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",1,Vaisala Group successful international technology company develop manufacture market electronic measurement system product
634,neutral,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .",0,Vuokatti unit develop focus especially manufacture prototype ramp new product demanding testing sale service
635,positive,We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',1,look forward help company develop operational service digitalize service customer
636,neutral,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",0,agj record EUR 43 mln sale 2006 generate export customer Western Europe statement say
637,positive,"`` The number of collection errors fell considerably , and operations speeded up .",1,` ` number collection error fall considerably operation speed
638,positive,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",1,combine exist solution single platform Comptel say reduce cost deployment
639,positive,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",1,"second quarter 2010 group pretax loss narrow EUR 400,000 EUR 600,000"
640,positive,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",1,26 January 2011 finnish metal product company Componenta Oyj HEL CTH1V say yesterday net loss narrow EUR500 000 quarter 2010 EUR5 .3 m same period year early
641,positive,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,1,8 2009 finnish liquid handling product diagnostic test system maker Biohit Oyj HEL BIOBV say today 8 2009 net loss narrow EUR0 .1 m USD0 .14 m quarter 2009 EUR0 .4 m same period 2008
642,positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,1,finnish fiber plastic product maker Suominen Corporation say net loss continue operation narrow 1.8 mln euro $ 2.3 mln 2006 3.7 mln euro $ 4.8 mln 2005
643,positive,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",1,"finnish metal product company Componenta Oyj HEL CTH1V say today net loss narrow EUR 500,000 usd 680,000 quarter 2010 EUR 5.3 million same period year early"
644,positive,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,1,finnish sport equipment maker Amer Sports Oyj HEL AMEAS say today net loss narrow EUR 16.9 million usd 22.3 m second quarter 2010 EUR 23.2 million corresponding period year early
645,positive,"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",1,finnish steel maker Rautaruukki Oyj HEL RTRKS Ruukki say today net loss contract EUR 49 million usd 68.2 m month 2010 EUR 229 million same period year ago
646,positive,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",1,month 2010 Talvivaara net loss narrow EUR 8.3 million EUR 21.9 million same period 2009
647,positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",1,"month 2010 company net loss narrow EUR 415,000 EUR 7.4 million corresponding period 2009"
648,positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",1,month 2010 company net loss narrow EUR415 000 EUR7 .4 m corresponding period 2009
649,positive,"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",1,"ADP News Feb 9 2009 finnish computer service company Proha Oyj HEL ART1V say today net loss narrow EUR 113,000 usd 146,000 2008 EUR 1.2 million 2007"
650,positive,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,1,new factory work model reorganisation decrease Nokian Tyres cost factory EUR 30 million usd 38.7 m
651,positive,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,1,20 October 2010 finnish metal product company Componenta Oyj HEL CTH1V say yesterday net loss narrow EUR7 m month 2010 EUR23 .3 m same period 2009
652,positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,1,finnish fiber plastic product maker Suominen Corporation say net loss narrow 1.6 mln euro $ 2.0 mln month 2006 2.16 mln euro $ 2.7 mln same period 2005
653,positive,"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",1,contrast company net loss quarter 2009 contract EUR 76 million EUR 256 million corresponding period year ago
654,positive,"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",1,"second quarter 2010 Raute net loss narrow EUR 123,000 EUR 1.5 million same period 2009"
655,positive,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",1,ADP News Nov 13 2008 finnish print circuit board pcb maker Aspocomp Group Oyj omx ACG1V say today net loss narrow EUR 2 million usd 2.5 m month 2008 EUR 57
656,positive,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",1,Metsaliitto narrow net loss second quarter 2007 5.0 mln euro $ 6.9 mln 61 mln euro $ 83.7 mln year ago
657,positive,"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",1,narrow EUR2 .8 m 9 mo 09 29 October 2009 finnish software hardware developer Elektrobit Oyj HEL EBG1V EB say today net loss narrow EUR2 .8 m month 2009 EUR35 .6 m same period year ago
658,positive,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,1,diluted loss share narrow EUR 0.27 EUR 0.86
659,positive,Unit costs for flight operations fell by 6.4 percent .,1,unit cost flight operation fall 6.4 percent
660,positive,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,1,loss quarter 2007 EUR 0.3 mn small loss second quarter 2007
661,positive,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,1,Airvana UMTS Home Base Station femto cell use software base functionality shelf silicon accelerate feature development reduce product cost
